Rent,BHK,Size,Bathroom,residence_floor,residence_max_floor,Tenant_bachelors,Tenant_family,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Point of Contact_Contact Builder,Point of Contact_Contact Owner
260000,3,1800,4,10,11,0,1,1,0,0,0,0,0,1,0,0,0,0
46000,2,669,2,15,43,1,0,1,0,0,0,0,0,1,0,1,0,0
6500,1,325,1,7,16,0,1,1,0,0,0,0,0,1,0,1,0,0
21000,1,600,1,5,6,1,1,0,1,0,0,0,0,1,0,0,0,1
46000,2,725,2,16,16,1,1,1,0,0,0,0,0,1,0,1,0,0
60000,2,750,2,5,9,1,1,1,0,0,0,0,0,1,1,0,0,0
65000,3,1050,3,13,21,1,0,1,0,0,0,0,0,1,1,0,0,0
15000,2,600,2,18,28,1,1,1,0,0,0,0,0,1,0,1,0,1
130000,2,1000,2,10,13,1,1,1,0,0,0,0,0,1,1,0,0,0
90000,3,1110,3,9,55,1,1,1,0,0,0,0,0,1,0,0,0,0
62000,2,650,2,11,25,0,1,1,0,0,0,0,0,1,0,1,0,0
160000,3,1100,3,8,10,1,1,1,0,0,0,0,0,1,1,0,0,0
80000,3,1100,3,15,28,1,1,1,0,0,0,0,0,1,0,1,0,0
80000,3,1110,3,49,55,1,1,1,0,0,0,0,0,1,1,0,0,0
55000,3,999,2,14,23,0,1,1,0,0,0,0,0,1,1,0,0,0
100000,3,1000,3,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0
200000,4,2200,5,11,20,1,1,1,0,0,0,0,0,1,1,0,0,0
100000,3,1256,3,10,22,0,1,1,0,0,0,0,0,1,0,0,0,0
79500,2,750,2,17,20,0,1,1,0,0,0,0,0,1,1,0,0,0
84500,3,889,2,7,27,1,1,1,0,0,0,0,0,1,1,0,0,0
100000,2,750,2,14,27,1,1,1,0,0,0,0,0,1,1,0,0,0
13000,1,385,1,6,20,0,1,1,0,0,0,0,0,1,0,1,0,0
100000,4,1454,4,5,7,1,1,1,0,0,0,0,0,1,0,1,0,0
35000,1,480,2,1,7,0,1,1,0,0,0,0,0,1,1,0,0,0
72000,2,660,2,12,22,1,1,1,0,0,0,0,0,1,1,0,0,0
180000,3,1600,3,9,16,1,1,1,0,0,0,0,0,1,0,0,0,0
26000,1,434,2,5,22,1,1,1,0,0,0,0,0,1,1,0,0,0
72000,3,1121,3,7,14,1,1,1,0,0,0,0,0,1,0,1,0,0
8000,1,620,2,6,8,1,1,0,1,0,0,0,0,1,1,0,0,1
130000,3,937,2,16,27,0,1,1,0,0,0,0,0,1,0,0,0,0
52000,1,470,2,6,7,1,1,1,0,0,0,0,0,1,1,0,0,0
13000,1,410,1,2,7,0,1,1,0,0,0,0,0,1,0,1,0,0
45000,3,850,3,5,7,0,1,1,0,0,0,0,0,1,0,1,0,0
180000,3,1500,4,15,20,1,1,1,0,0,0,0,0,1,0,0,0,0
63000,2,888,2,12,20,1,1,1,0,0,0,0,0,1,0,0,0,0
7500,1,380,2,3,7,1,0,1,0,0,0,0,0,1,0,1,0,1
30000,1,360,1,4,20,1,1,1,0,0,0,0,0,1,0,1,0,0
28500,1,565,2,1,8,1,1,0,1,0,0,0,0,1,0,0,0,1
100000,3,2000,4,25,50,1,1,0,1,0,0,0,0,1,1,0,0,0
270000,4,1358,4,25,50,0,1,1,0,0,0,0,0,1,1,0,0,0
38000,2,661,2,17,36,1,1,1,0,0,0,0,0,1,1,0,0,0
26000,1,450,2,9,20,0,1,1,0,0,0,0,0,1,0,1,0,0
70000,3,1300,3,6,30,1,0,1,0,0,0,0,0,1,0,1,0,0
41000,2,600,2,4,8,0,1,1,0,0,0,0,0,1,0,0,0,0
27000,2,900,3,1,4,1,1,0,1,0,0,0,0,1,1,0,0,1
53000,1,379,1,21,23,1,0,1,0,0,0,0,0,1,1,0,0,0
65000,2,805,3,8,58,0,1,1,0,0,0,0,0,1,1,0,0,0
85000,1,650,2,3,8,1,1,0,1,0,0,0,0,1,0,0,0,1
6000,1,500,2,8,10,1,1,0,1,0,0,0,0,1,1,0,0,1
43000,1,480,2,5,7,0,1,1,0,0,0,0,0,1,0,0,0,0
65000,2,550,2,1,7,1,1,0,1,0,0,0,0,1,1,0,0,1
280000,3,1600,3,5,12,1,1,1,0,0,0,0,0,1,0,0,0,0
98000,3,1400,2,4,15,0,1,1,0,0,0,0,0,1,1,0,0,0
330000,3,1500,2,20,41,1,1,1,0,0,0,0,0,1,1,0,0,0
65000,3,1050,3,3,62,1,0,1,0,0,0,0,0,1,0,1,0,0
85000,3,920,3,4,13,0,1,1,0,0,0,0,0,1,0,1,0,0
40000,1,450,1,8,13,1,1,1,0,0,0,0,0,1,1,0,0,0
23000,1,440,1,1,4,1,0,1,0,0,0,0,0,1,1,0,0,0
55000,3,932,3,3,8,1,1,0,1,0,0,0,0,1,0,1,0,1
15000,1,270,2,15,15,1,0,1,0,0,0,0,0,1,0,1,0,1
52000,1,379,2,23,23,1,0,1,0,0,0,0,0,1,1,0,0,0
13000,2,582,2,5,8,0,1,1,0,0,0,0,0,1,0,0,0,1
95000,2,800,2,6,8,1,1,1,0,0,0,0,0,1,1,0,0,0
25000,1,444,2,7,17,1,1,1,0,0,0,0,0,1,0,1,0,0
21000,1,428,1,12,21,1,1,1,0,0,0,0,0,1,0,1,0,0
360000,5,1880,4,11,27,0,1,1,0,0,0,0,0,1,0,0,0,0
60000,2,888,2,5,20,1,1,1,0,0,0,0,0,1,1,0,0,0
19000,1,490,1,1,8,1,1,0,1,0,0,0,0,1,0,1,0,1
140000,3,937,4,28,39,0,1,1,0,0,0,0,0,1,0,1,0,0
30000,2,710,2,12,21,0,1,1,0,0,0,0,0,1,0,1,0,0
130000,4,1617,5,15,58,1,1,1,0,0,0,0,0,1,1,0,0,0
80000,2,836,2,6,23,1,1,1,0,0,0,0,0,1,0,1,0,0
85000,2,1200,3,36,45,1,1,1,0,0,0,0,0,1,1,0,0,0
65000,2,950,2,9,28,1,1,1,0,0,0,0,0,1,0,0,0,0
33000,1,460,2,10,25,1,1,1,0,0,0,0,0,1,1,0,0,0
36000,1,585,2,10,14,1,1,0,1,0,0,0,0,1,1,0,0,0
22000,2,550,2,2,7,0,1,1,0,0,0,0,0,1,0,0,0,0
17000,1,375,1,9,20,1,1,1,0,0,0,0,0,1,0,1,0,0
55000,2,700,2,10,20,1,1,1,0,0,0,0,0,1,0,0,0,0
66000,2,750,2,2,8,0,1,1,0,0,0,0,0,1,0,1,0,0
140000,4,2000,4,6,45,0,1,1,0,0,0,0,0,1,0,0,0,0
260000,4,2046,5,22,52,1,1,1,0,0,0,0,0,1,1,0,0,0
32000,2,750,2,3,7,1,1,0,1,0,0,0,0,1,1,0,0,1
45000,2,730,2,5,17,0,1,1,0,0,0,0,0,1,0,1,0,0
50000,2,750,2,10,20,1,1,1,0,0,0,0,0,1,1,0,0,0
18500,1,229,1,5,9,1,1,0,1,0,0,0,0,1,1,0,0,1
51000,2,910,2,10,19,1,0,1,0,0,0,0,0,1,0,1,0,0
140000,4,1648,5,21,58,1,1,1,0,0,0,0,0,1,1,0,0,0
80000,3,1100,3,48,54,0,1,1,0,0,0,0,0,1,0,1,0,0
30000,1,560,2,2,4,1,0,1,0,0,0,0,0,1,0,1,0,0
85000,2,850,2,4,6,1,1,1,0,0,0,0,0,1,0,1,0,0
15000,1,450,1,2,4,0,1,0,1,0,0,0,0,1,0,1,0,1
50000,2,820,2,7,28,1,1,1,0,0,0,0,0,1,1,0,0,0
60000,2,750,2,10,20,1,1,1,0,0,0,0,0,1,0,1,0,0
23000,1,410,1,4,7,1,1,1,0,0,0,0,0,1,0,1,0,0
14500,1,490,2,12,20,1,1,1,0,0,0,0,0,1,0,1,0,1
40000,2,700,2,11,15,1,1,1,0,0,0,0,0,1,0,1,0,0
650000,5,3000,5,8,10,1,1,1,0,0,0,0,0,1,1,0,0,0
80000,1,560,1,1,7,1,1,1,0,0,0,0,0,1,0,0,0,0
55000,2,650,2,8,18,1,1,1,0,0,0,0,0,1,0,1,0,0
12000,1,520,1,2,3,1,1,0,1,0,0,0,0,1,1,0,0,1
45000,2,850,2,9,12,1,1,1,0,0,0,0,0,1,0,1,0,0
90000,2,777,2,19,22,1,1,1,0,0,0,0,0,1,0,0,0,0
43000,2,771,2,15,37,1,1,1,0,0,0,0,0,1,0,1,0,0
22000,1,400,1,3,7,1,1,1,0,0,0,0,0,1,0,1,0,0
20000,2,600,2,7,7,0,1,1,0,0,0,0,0,1,0,0,0,0
26000,1,390,2,7,7,1,1,1,0,0,0,0,0,1,1,0,0,0
850000,4,3200,4,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0
34999,1,450,2,5,12,1,1,1,0,0,0,0,0,1,0,0,0,0
35000,1,500,2,7,23,1,1,0,1,0,0,0,0,1,1,0,0,1
50000,1,410,1,6,12,1,1,1,0,0,0,0,0,1,1,0,0,0
16000,1,160,1,2,3,1,1,1,0,0,0,0,0,1,0,1,0,1
55000,2,750,2,10,14,1,1,1,0,0,0,0,0,1,0,1,0,0
39000,1,585,2,3,7,0,1,0,1,0,0,0,0,1,0,1,0,0
100000,3,1300,3,12,24,0,1,1,0,0,0,0,0,1,1,0,0,0
25000,1,350,1,2,17,1,1,1,0,0,0,0,0,1,0,0,0,1
25000,1,490,2,3,7,1,1,0,1,0,0,0,0,1,1,0,0,1
49500,2,650,2,5,16,0,1,1,0,0,0,0,0,1,0,1,0,0
21000,1,225,1,6,24,1,1,1,0,0,0,0,0,1,0,1,0,1
110000,2,850,2,5,13,1,1,1,0,0,0,0,0,1,1,0,0,0
21000,1,385,1,1,5,1,1,0,1,0,0,0,0,1,0,1,0,1
46700,2,800,2,2,7,0,1,1,0,0,0,0,0,1,0,1,0,0
400000,4,2500,4,5,12,1,1,1,0,0,0,0,0,1,0,0,0,0
280000,4,1526,5,76,78,1,1,1,0,0,0,0,0,1,1,0,0,0
18000,1,300,1,3,10,1,1,0,1,0,0,0,0,1,0,1,0,1
80000,3,1800,3,10,13,1,1,0,1,0,0,0,0,1,1,0,0,0
88000,2,800,2,5,20,1,1,1,0,0,0,0,0,1,1,0,0,0
90000,3,890,2,20,27,0,1,1,0,0,0,0,0,1,0,0,0,0
38000,2,700,2,14,23,1,1,1,0,0,0,0,0,1,0,1,0,0
20000,1,465,1,3,4,1,0,0,1,0,0,0,0,1,1,0,0,1
140000,2,900,2,8,36,0,1,1,0,0,0,0,0,1,0,0,0,0
78000,3,1073,3,8,20,1,1,1,0,0,0,0,0,1,1,0,0,0
21000,1,450,1,4,7,1,1,0,1,0,0,0,0,1,0,1,0,1
95000,3,1350,3,8,16,1,1,1,0,0,0,0,0,1,0,0,0,0
90000,2,800,2,5,8,1,1,1,0,0,0,0,0,1,0,0,0,0
34000,2,600,2,4,7,1,0,1,0,0,0,0,0,1,0,1,0,0
55000,2,650,2,5,15,1,1,1,0,0,0,0,0,1,0,1,0,0
52000,2,550,2,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0
74999,1,840,2,8,17,1,1,1,0,0,0,0,0,1,0,1,0,0
75000,3,1121,2,30,45,1,1,1,0,0,0,0,0,1,0,0,0,0
45000,2,650,2,2,12,1,1,1,0,0,0,0,0,1,0,1,0,0
22000,1,575,1,14,14,1,1,0,1,0,0,0,0,1,0,1,0,1
32000,1,475,1,3,4,1,1,0,1,0,0,0,0,1,0,0,0,1
34000,2,830,2,9,21,1,1,1,0,0,0,0,0,1,1,0,0,0
170000,3,1337,3,28,30,1,1,1,0,0,0,0,0,1,1,0,0,0
23000,1,420,2,5,7,1,1,1,0,0,0,0,0,1,1,0,0,0
20000,1,310,1,1,7,1,0,1,0,0,0,0,0,1,0,1,0,0
350000,3,1800,4,2,12,0,1,1,0,0,0,0,0,1,0,0,0,0
90000,3,967,3,14,33,1,1,1,0,0,0,0,0,1,0,0,0,0
55000,1,505,1,4,12,1,1,1,0,0,0,0,0,1,1,0,0,0
15000,1,275,1,3,7,1,1,0,1,0,0,0,0,1,0,1,0,1
22000,2,640,2,21,21,0,1,1,0,0,0,0,0,1,1,0,0,0
60000,3,1500,3,10,23,1,1,1,0,0,0,0,0,1,1,0,0,0
49000,2,850,2,10,23,1,1,1,0,0,0,0,0,1,1,0,0,0
34000,2,900,2,12,25,1,1,1,0,0,0,0,0,1,1,0,0,0
24000,1,430,2,6,7,1,1,1,0,0,0,0,0,1,0,0,0,0
270000,4,1649,3,18,29,0,1,1,0,0,0,0,0,1,1,0,0,0
69000,3,1100,3,12,24,1,1,1,0,0,0,0,0,1,0,1,0,0
120000,3,1200,3,14,35,1,1,1,0,0,0,0,0,1,1,0,0,0
32000,2,680,2,5,20,0,1,1,0,0,0,0,0,1,0,1,0,0
24000,2,600,2,5,7,1,0,1,0,0,0,0,0,1,1,0,0,1
100000,4,1560,4,12,19,1,1,1,0,0,0,0,0,1,0,1,0,0
600000,5,4500,5,7,20,1,0,1,0,0,0,0,0,1,0,0,0,0
45000,2,771,2,20,37,1,1,1,0,0,0,0,0,1,0,1,0,0
80000,2,800,2,7,22,1,1,1,0,0,0,0,0,1,1,0,0,0
37000,2,800,2,5,14,1,0,0,1,0,0,0,0,1,1,0,0,0
210000,3,1425,4,9,35,1,0,1,0,0,0,0,0,1,0,0,0,0
190000,4,1750,4,5,17,1,1,1,0,0,0,0,0,1,1,0,0,0
25000,1,475,2,11,15,1,0,1,0,0,0,0,0,1,0,1,0,0
210000,4,2000,5,27,27,1,0,1,0,0,0,0,0,1,0,1,0,0
200000,3,1375,3,15,60,0,1,1,0,0,0,0,0,1,1,0,0,0
310000,5,2800,5,19,33,1,1,1,0,0,0,0,0,1,1,0,0,0
26000,1,650,1,1,3,1,1,0,1,0,0,0,0,1,1,0,0,1
27000,2,600,2,18,20,1,0,1,0,0,0,0,0,1,0,1,0,0
26000,1,649,1,3,3,1,1,0,1,0,0,0,0,1,0,1,0,1
60000,2,950,2,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0
12000,1,225,1,7,7,0,1,1,0,0,0,0,0,1,0,1,0,1
180000,2,1000,2,6,10,1,1,1,0,0,0,0,0,1,0,0,0,0
30000,1,330,1,13,40,0,1,1,0,0,0,0,0,1,0,0,0,0
100000,3,1200,3,8,14,1,1,1,0,0,0,0,0,1,0,0,0,0
140000,3,1270,3,15,60,1,0,1,0,0,0,0,0,1,1,0,0,0
70000,3,920,3,14,21,1,1,1,0,0,0,0,0,1,0,1,0,0
20000,2,630,2,4,22,0,1,1,0,0,0,0,0,1,0,1,0,0
22000,2,670,2,4,12,0,1,1,0,0,0,0,0,1,0,0,0,0
32000,1,450,1,1,5,1,1,0,1,0,0,0,0,1,0,0,0,1
20000,1,265,1,6,7,1,1,0,1,0,0,0,0,1,0,1,0,1
50000,2,600,2,9,11,1,1,1,0,0,0,0,0,1,1,0,0,0
29000,2,670,2,7,7,0,1,1,0,0,0,0,0,1,0,1,0,1
45000,2,650,2,10,18,1,1,1,0,0,0,0,0,1,1,0,0,0
6500,1,422,2,9,15,0,1,1,0,0,0,0,0,1,1,0,0,0
55000,2,955,2,8,22,1,1,1,0,0,0,0,0,1,0,1,0,0
69999,3,1100,3,6,13,1,1,1,0,0,0,0,0,1,0,0,0,0
18500,1,300,1,3,4,1,0,1,0,0,0,0,0,1,0,1,0,1
50000,2,900,2,5,17,1,1,1,0,0,0,0,0,1,1,0,0,1
45000,2,785,2,2,7,1,0,1,0,0,0,0,0,1,0,1,0,0
85000,3,1350,3,20,31,0,1,1,0,0,0,0,0,1,0,0,0,0
85000,2,900,2,27,45,1,1,1,0,0,0,0,0,1,1,0,0,0
25000,1,400,1,18,23,1,0,1,0,0,0,0,0,1,0,1,0,0
75000,2,800,3,19,20,1,0,1,0,0,0,0,0,1,1,0,0,0
190000,2,895,2,32,46,1,1,1,0,0,0,0,0,1,1,0,0,0
20000,1,625,1,10,12,1,1,0,1,0,0,0,0,1,1,0,0,1
30000,2,720,2,5,14,1,1,1,0,0,0,0,0,1,1,0,0,0
75000,2,750,2,4,13,1,1,1,0,0,0,0,0,1,0,0,0,0
350000,3,1663,2,19,85,1,1,1,0,0,0,0,0,1,1,0,0,0
70000,2,660,2,1,6,1,1,1,0,0,0,0,0,1,1,0,0,0
32000,2,700,2,1,7,1,1,1,0,0,0,0,0,1,0,0,0,0
22000,1,377,2,3,23,1,1,0,1,0,0,0,0,1,0,1,0,1
35000,2,650,2,5,6,0,1,1,0,0,0,0,0,1,1,0,0,0
47000,2,650,2,5,7,1,1,1,0,0,0,0,0,1,0,1,0,0
400000,4,2080,5,34,46,1,1,1,0,0,0,0,0,1,1,0,0,0
31000,2,700,2,2,8,1,1,0,1,0,0,0,0,1,1,0,0,1
60000,1,430,1,1,7,1,1,1,0,0,0,0,0,1,0,0,0,0
58000,2,650,2,15,24,0,1,1,0,0,0,0,0,1,0,1,0,0
85000,3,890,2,4,27,1,1,1,0,0,0,0,0,1,0,0,0,0
45000,2,965,2,19,27,1,1,0,1,0,0,0,0,1,0,1,0,0
7500,1,630,2,3,12,1,1,0,1,0,0,0,0,1,1,0,0,0
250000,4,2100,4,35,60,1,1,1,0,0,0,0,0,1,1,0,0,0
150000,3,1100,3,9,16,0,1,1,0,0,0,0,0,1,0,0,0,0
80000,2,730,2,4,6,1,1,1,0,0,0,0,0,1,1,0,0,1
75000,3,1380,3,9,22,1,1,1,0,0,0,0,0,1,1,0,0,0
66000,3,1100,3,17,22,1,1,1,0,0,0,0,0,1,1,0,0,0
45000,1,450,1,5,7,1,0,1,0,0,0,0,0,1,1,0,0,0
22000,1,500,1,3,4,1,1,0,1,0,0,0,0,1,0,1,0,1
65000,3,1100,3,9,20,1,0,1,0,0,0,0,0,1,1,0,0,0
55000,3,868,3,9,21,0,1,1,0,0,0,0,0,1,0,1,0,0
55000,2,750,2,6,15,1,1,1,0,0,0,0,0,1,1,0,0,0
36000,1,540,2,2,3,1,1,0,1,0,0,0,0,1,0,1,0,1
230000,4,2100,5,21,33,0,1,1,0,0,0,0,0,1,0,0,0,0
22000,1,450,2,4,7,0,1,1,0,0,0,0,0,1,1,0,0,0
170000,3,1600,4,25,52,0,1,1,0,0,0,0,0,1,1,0,0,0
34000,1,560,2,3,7,1,0,0,1,0,0,0,0,1,1,0,0,1
45000,1,500,1,2,3,1,0,1,0,0,0,0,0,1,0,1,0,0
14000,1,305,1,2,24,1,1,1,0,0,0,0,0,1,0,1,0,0
75000,3,970,2,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1
7000,1,480,1,4,4,1,1,1,0,0,0,0,0,1,0,1,0,1
55000,2,720,2,1,6,1,1,1,0,0,0,0,0,1,1,0,0,0
55000,2,950,2,7,10,0,1,1,0,0,0,0,0,1,1,0,0,0
700000,4,3200,4,24,24,1,1,1,0,0,0,0,0,1,0,0,0,0
140000,3,1450,3,18,33,0,1,1,0,0,0,0,0,1,0,0,0,0
42000,2,774,2,10,20,0,1,1,0,0,0,0,0,1,1,0,0,0
27000,1,450,1,2,3,0,1,0,1,0,0,0,0,1,0,1,0,0
60000,3,1000,3,1,10,1,0,1,0,0,0,0,0,1,1,0,0,0
17000,1,340,1,1,8,1,1,0,1,0,0,0,0,1,1,0,0,1
30000,1,430,2,14,23,1,1,1,0,0,0,0,0,1,1,0,0,0
45000,2,722,2,4,7,1,1,1,0,0,0,0,0,1,0,1,0,0
90000,3,1152,2,12,21,1,1,1,0,0,0,0,0,1,0,0,0,0
25000,1,641,1,3,8,1,1,0,1,0,0,0,0,1,0,1,0,1
70000,2,810,2,4,11,1,1,1,0,0,0,0,0,1,0,0,0,0
90000,2,800,2,5,6,0,1,1,0,0,0,0,0,1,0,0,0,0
110000,2,875,2,12,14,1,1,1,0,0,0,0,0,1,0,1,0,0
20000,2,700,2,8,22,0,1,0,1,0,0,0,0,1,0,1,0,1
35000,1,420,1,1,3,1,1,0,1,0,0,0,0,1,1,0,0,1
80000,3,1400,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1
54500,2,758,2,12,24,1,1,1,0,0,0,0,0,1,1,0,0,0
350000,4,2880,5,45,60,1,0,1,0,0,0,0,0,1,0,1,0,0
45000,1,480,2,7,7,1,1,1,0,0,0,0,0,1,0,0,0,0
38000,1,550,2,6,10,1,0,1,0,0,0,0,0,1,0,1,0,0
90000,2,900,2,60,71,1,0,1,0,0,0,0,0,1,1,0,0,0
22000,1,400,1,8,22,1,1,0,1,0,0,0,0,1,0,1,0,1
70000,2,760,2,9,22,1,1,1,0,0,0,0,0,1,1,0,0,0
380000,4,2800,5,36,81,1,0,1,0,0,0,0,0,1,0,1,0,0
50000,1,400,1,10,22,1,1,1,0,0,0,0,0,1,1,0,0,0
680000,4,1962,5,18,20,1,1,1,0,0,0,0,0,1,1,0,0,0
140000,3,1100,3,6,12,1,1,1,0,0,0,0,0,1,1,0,0,0
40000,2,800,2,1,3,1,1,0,1,0,0,0,0,1,1,0,0,1
32000,2,590,2,7,12,0,1,1,0,0,0,0,0,1,0,1,0,0
78000,2,600,2,14,22,1,1,1,0,0,0,0,0,1,1,0,0,0
280000,4,2500,6,24,60,1,1,1,0,0,0,0,0,1,1,0,0,0
45000,2,670,2,17,22,1,1,1,0,0,0,0,0,1,0,1,0,0
65000,2,960,2,16,38,1,1,1,0,0,0,0,0,1,1,0,0,0
65000,2,1500,3,4,4,1,1,0,1,0,0,0,0,1,1,0,0,1
35000,1,500,1,1,5,1,1,0,1,0,0,0,0,1,1,0,0,1
90000,3,1120,2,8,45,0,1,1,0,0,0,0,0,1,0,0,0,0
250000,4,2729,5,20,27,1,0,1,0,0,0,0,0,1,1,0,0,0
70000,3,3354,3,1,16,1,1,1,0,0,0,0,0,0,0,0,0,0
10500,2,800,2,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
13000,2,1000,2,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
17000,2,1040,2,4,4,1,1,0,1,0,0,0,0,0,0,0,0,1
21000,3,1403,3,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
10000,2,600,1,3,4,1,1,0,1,0,0,0,0,0,0,0,0,1
61500,4,2608,3,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0
13000,2,850,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0
7500,1,400,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
17000,2,1000,2,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
25000,3,1350,3,5,14,1,0,1,0,0,0,0,0,0,1,0,0,1
10500,2,800,2,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1
8000,1,350,1,3,3,1,1,0,1,0,0,0,0,0,1,0,0,1
9500,1,900,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1
50000,3,2000,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0
13000,2,700,2,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
13500,1,600,1,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
13000,2,700,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
15000,1,600,1,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0
15000,2,1400,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
7000,1,600,1,1,3,1,1,0,1,0,0,0,0,0,0,1,0,1
25000,2,770,2,8,32,1,1,0,1,0,0,0,0,0,0,0,0,1
17000,2,900,2,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1
7500,1,500,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1
15000,2,1100,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
7500,1,500,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1
25000,3,1260,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1
54000,3,1750,3,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0
14500,1,600,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0
4500,1,450,1,1,3,1,1,0,1,0,0,0,0,0,1,0,0,1
10500,2,800,1,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
5500,1,400,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
16000,2,600,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1
7000,1,400,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
12500,2,900,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1
10000,2,1200,1,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
18000,2,1045,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1
28000,3,1021,3,10,10,1,0,1,0,0,0,0,0,0,0,0,0,1
12000,3,1200,2,1,4,1,1,0,1,0,0,0,0,0,0,1,0,1
13000,2,1000,1,1,3,1,1,1,0,0,0,0,0,0,0,1,0,1
50000,2,1280,2,2,12,1,1,1,0,0,0,0,0,0,0,0,0,0
7000,1,450,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1
30000,2,450,2,2,3,1,1,0,1,0,0,0,0,0,0,1,0,1
10000,1,600,2,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
15000,2,800,2,2,3,1,1,0,1,0,0,0,0,0,1,0,0,1
7500,1,500,1,2,4,1,1,0,1,0,0,0,0,0,0,1,0,1
45000,3,1680,3,7,19,1,1,0,1,0,0,0,0,0,1,0,0,0
65000,3,2000,3,23,40,1,0,1,0,0,0,0,0,0,1,0,0,0
12000,1,500,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0
7000,1,500,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,1
9000,1,800,1,2,3,1,1,0,1,0,0,0,0,0,0,1,0,1
23000,2,1100,2,2,3,0,1,0,1,0,0,0,0,0,1,0,0,1
30000,2,1200,2,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
8000,1,500,1,2,3,1,1,1,0,0,0,0,0,0,0,1,0,1
16000,2,1155,2,3,4,0,1,0,1,0,0,0,0,0,1,0,0,1
7500,1,440,1,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
20000,2,1040,2,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0
110000,4,2900,4,7,18,1,0,1,0,0,0,0,0,0,0,0,0,0
30000,3,1200,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1
20000,3,1600,3,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0
84000,4,3150,4,8,19,1,0,1,0,0,0,0,0,0,0,1,0,1
17000,2,1000,2,2,4,1,1,0,1,0,0,0,0,0,1,0,0,1
15000,2,1200,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1
6000,1,400,1,4,5,1,1,0,1,0,0,0,0,0,1,0,0,1
16000,2,950,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
9500,2,530,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1
8000,1,300,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1
15000,2,1000,2,1,3,1,1,0,1,0,0,0,0,0,1,0,0,1
12000,1,450,1,3,3,1,1,0,1,0,0,0,0,0,0,1,0,1
10000,1,600,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
16000,2,1100,2,2,4,1,1,0,1,0,0,0,0,0,0,1,0,1
11000,1,400,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,1
11000,2,700,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
20000,2,1105,2,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1
24000,3,1430,2,3,4,1,1,0,1,0,0,0,0,0,1,0,0,1
14500,2,850,2,2,4,1,1,0,1,0,0,0,0,0,1,0,0,1
4000,1,650,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1
