Rent,BHK,Size,Bathroom,residence_floor,residence_max_floor,Tenant_bachelors,Tenant_family,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Point of Contact_Contact Builder,Point of Contact_Contact Owner
15000,3,1350,2,1,2,0,1,1,0,0,0,0,1,0,0,1,0,1
7000,2,600,2,2,2,1,1,0,1,0,0,0,1,0,1,0,0,1
10000,3,1200,1,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1
7000,2,700,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0
3200,3,800,2,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1
6000,2,600,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1
12000,2,900,2,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
6000,2,750,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
10000,3,1250,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
12000,3,1000,3,2,2,1,1,0,1,0,0,0,1,0,1,0,0,1
8000,2,600,1,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1
5300,2,650,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
5000,2,450,1,2,3,1,0,1,0,0,0,0,1,0,0,1,0,1
8500,3,800,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
22000,3,1000,2,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1
7000,2,1000,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
25000,3,1400,3,5,5,1,0,1,0,0,0,0,1,0,0,0,0,0
7000,2,600,1,1,4,1,0,1,0,0,0,0,1,0,1,0,0,1
15000,2,723,1,1,3,0,1,1,0,0,0,0,1,0,0,0,0,1
6000,1,320,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
8000,2,900,1,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1
40000,3,1400,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0
6000,1,2160,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1
15000,2,650,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
6500,2,800,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
8000,3,800,1,2,3,1,1,0,1,0,0,0,1,0,1,0,0,1
5500,1,500,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
9000,3,1700,2,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1
6000,1,130,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
15000,1,505,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,1
30000,4,4000,3,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0
30000,3,1250,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
5000,1,700,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
15000,2,900,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
6500,1,650,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
4500,2,750,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1
7000,2,450,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1
6500,1,350,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
17500,1,480,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1
10000,2,900,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
1500,1,200,1,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1
25000,3,1100,3,2,3,1,1,0,1,0,0,0,1,0,0,1,0,1
12000,2,800,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
7500,3,1000,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1
7000,1,800,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
3500,1,200,1,4,4,1,1,0,1,0,0,0,1,0,1,0,0,1
10000,3,1190,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
14000,2,900,2,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0
15000,2,1500,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
6500,2,600,1,2,3,1,1,0,1,0,0,0,1,0,0,1,0,1
10000,3,800,1,1,4,1,1,0,1,0,0,0,1,0,0,1,0,1
10500,2,800,2,1,2,0,1,1,0,0,0,0,1,0,0,1,0,1
10000,3,900,2,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1
5000,1,350,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1
9000,2,800,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
20000,2,1600,2,1,3,1,0,1,0,0,0,0,1,0,0,1,0,1
35000,3,1012,2,2,3,1,1,1,0,0,0,0,1,0,1,0,0,1
15000,3,1200,2,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1
20000,2,700,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1
12000,2,1000,1,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1
8000,2,800,1,1,3,1,0,1,0,0,0,0,1,0,0,1,0,1
3000,1,500,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
20000,3,1200,2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
9000,1,450,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0
13000,3,950,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
7000,1,350,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0
9000,1,450,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,0
9000,1,550,1,1,2,1,0,1,0,0,0,0,1,0,1,0,0,1
10000,2,300,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
15000,3,1250,2,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1
7000,2,700,1,2,3,1,1,0,1,0,0,0,1,0,0,1,0,1
8000,3,812,2,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
8000,2,550,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
5000,1,500,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
14000,1,320,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1
5000,2,600,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1
5000,2,420,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1
12000,3,1100,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,1
3200,1,220,1,3,4,1,1,0,1,0,0,0,1,0,0,1,0,1
8500,2,700,2,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
16000,3,1200,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0
14000,2,800,2,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1
8000,1,300,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
7000,2,650,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1
8000,1,600,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1
3000,1,350,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
3800,1,500,1,1,3,1,0,1,0,0,0,0,1,0,0,1,0,1
6500,1,400,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
20000,3,1750,3,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1
30000,3,1600,2,3,3,1,1,0,1,0,0,0,1,0,0,1,0,1
8000,1,300,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0
14000,2,1100,2,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1
7200,2,830,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1
7000,2,600,2,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
